emp_no,first_name,last_name,title,from_date,salary
22809,Ziyad,Krupka,Engineer,1986-05-22,40000
15005,Kiam,Sadowsky,Engineer,1986-05-23,50368
47414,Youjian,Ratnakar,Engineer,1986-05-24,49220
10608,Adhemar,Talmor,Senior Engineer,1986-05-25,40000
15092,Remmert,Bahi,Senior Staff,1986-05-26,40000
53217,Shem,Heystek,Engineer,1986-05-27,43200
17849,Mandell,Varker,Staff,1986-05-28,40000
16910,Kazunori,Botman,Senior Engineer,1986-05-29,57230
15728,Jaewon,Nooteboom,Staff,1986-05-30,40000
23835,Yoshinari,Hennings,Staff,1986-05-31,40000
16380,Zhilian,Chleq,Staff,1986-06-01,42820
13232,Mitchel,Fujisaki,Technique Leader,1986-06-02,40000
18547,Gladys,Sankaranarayanan,Engineer,1986-06-03,40000
30648,Macha,Chartres,Senior Engineer,1986-06-04,40000
12501,Morrie,Matheson,Senior Staff,1986-06-05,76082
13916,Vidya,Wynblatt,Staff,1986-06-06,90797
41909,Toshimitsu,McAlpine,Engineer,1986-06-07,40000
13979,Turgut,Highland,Engineer,1986-06-08,50381
38474,Hsiangchu,Wrigley,Staff,1986-06-09,40000
13385,Claudi,Buchter,Senior Staff,1986-06-10,40000
11180,Mitsuyuki,Bojadziev,Engineer,1986-06-11,40000
34364,Seshu,Kugler,Engineer,1986-06-12,40000
14237,Abdulla,Gerlach,Engineer,1986-06-13,57219
53138,Parke,Schaaf,Engineer,1986-06-14,40000
11251,Bezalel,Chinal,Staff,1986-06-15,69432
82705,Ingmar,Ladret,Staff,1986-06-16,55678
19332,Changho,Khamsi,Engineer,1986-06-17,66487
11028,Miyeon,Krider,Engineer,1986-06-18,41111
11738,Tadahiro,Lichtman,Engineer,1986-06-19,58432
16580,Masaru,Valiente,Senior Engineer,1986-06-20,40000
30824,Subbu,Bellone,Staff,1986-06-21,49016
25339,Brewster,Bale,Engineer,1986-06-22,40000
25979,Monique,Yemenis,Engineer,1986-06-23,61616
43107,Tooru,Verspoor,Senior Staff,1986-06-24,64672
29237,Gennadi,Beznosov,Engineer,1986-06-25,40000
10001,Georgi,Facello,Senior Engineer,1986-06-26,60117
27900,Atreyi,Klassen,Engineer,1986-06-27,48890
24316,Feiyu,Cincotta,Engineer,1986-06-28,40000
29059,Arumugam,Legleitner,Engineer,1986-06-29,57837
14320,Sreenivas,Schaar,Engineer,1986-06-30,40000
16355,Nikolaos,Luca,Staff,1986-07-01,80403
18369,Pintsang,Backhouse,Staff,1986-07-02,53188
21044,Mack,Rajala,Engineer,1986-07-03,40433
10548,Ramalingam,Gunderson,Staff,1986-07-04,90631
25363,Ipke,Moehrke,Senior Staff,1986-07-05,40000
11537,DAIDA,Pehl,Senior Staff,1986-07-06,96023
39151,Stamatina,Erbe,Staff,1986-07-07,40000
22887,Arno,Henseler,Engineer,1986-07-08,74536
49087,Yifei,Cools,Engineer,1986-07-09,40000
38701,Kristian,Irland,Engineer,1986-07-10,65123
11838,Taiji,Nitta,Staff,1986-07-11,68674
16657,Yongdong,Heyers,Engineer,1986-07-12,63463
14865,Ute,Serra,Senior Staff,1986-07-13,61175
18799,Kshitij,Lunn,Staff,1986-07-14,42095
18223,Gully,Mitchem,Senior Staff,1986-07-15,48598
53775,Maya,Peternell,Engineer,1986-07-16,46723
23374,Samphel,Gecsei,Staff,1986-07-17,40000
26441,Tesuya,Halloran,Senior Engineer,1986-07-18,53388
204579,Yechezkel,Litzkow,Technique Leader,1986-07-19,40613
36882,Janalee,Lodder,Staff,1986-07-20,40000
54134,Venkatesan,Nilsson,Senior Staff,1986-07-21,54293
10302,Faiza,Baer,Staff,1986-07-22,58239
17470,Genevieve,Lichtner,Senior Engineer,1986-07-23,60901
86282,Martien,Baak,Staff,1986-07-24,57545
10847,Theirry,Danley,Staff,1986-07-25,40000
42520,Frazer,Wiegley,Engineer,1986-07-26,70870
10921,Mara,Bahi,Engineer,1986-07-27,72601
13560,Sibyl,Jeong,Assistant Engineer,1986-07-28,40000
10965,Eckart,Braunschweig,Senior Staff,1986-07-29,61654
28385,Filipp,Conia,Staff,1986-07-30,58947
15292,Miyeon,Lammel,Staff,1986-07-31,87586
39166,Dante,Jenevein,Engineer,1986-08-01,48271
13825,Arlette,Pell,Technique Leader,1986-08-02,54704
26442,Mingsen,Cromarty,Engineer,1986-08-03,41663
13795,Mayuri,Gewali,Technique Leader,1986-08-04,49749
37612,Etsuo,Sridhar,Senior Engineer,1986-08-05,55447
16954,Akhilish,Apsitis,Staff,1986-08-06,47943
17507,Yurij,Turnbull,Staff,1986-08-07,84985
42366,Chriss,Maksimenko,Staff,1986-08-08,40417
42298,Tru,Kalefeld,Technique Leader,1986-08-09,40000
21683,Jiang,Velasco,Staff,1986-08-10,51350
15365,Mikhail,Schiettecatte,Engineer,1986-08-11,41309
29419,Kendra,Scharstein,Engineer,1986-08-12,51369
12223,Niteen,Koyama,Engineer,1986-08-13,54459
94053,Hauke,Perko,Staff,1986-08-14,51022
27496,Marke,Angelov,Technique Leader,1986-08-15,40000
12087,Weijing,Jumpertz,Engineer,1986-08-16,45432
12411,Shao,Ibel,Staff,1986-08-17,97610
13766,Tremaine,Heemskerk,Senior Staff,1986-08-18,43748
11461,Kish,Cronau,Engineer,1986-08-19,49398
93846,Parke,Bratten,Engineer,1986-08-20,44861
15269,Eric,Reghbati,Engineer,1986-08-21,60930
37864,Inderjeet,Chinin,Engineer,1986-08-22,40000
13451,Gretta,Weiland,Staff,1986-08-23,40000
16880,Honesty,Bresenham,Technique Leader,1986-08-24,40000
19612,Chenxi,Erdmenger,Staff,1986-08-25,83131
19728,Candido,Ramsey,Staff,1986-08-26,78721
11857,Divier,Farrag,Senior Staff,1986-08-27,94805
20189,Mark,Nanard,Engineer,1986-08-28,40797
34334,Stafford,Veevers,Senior Engineer,1986-08-29,47401
15505,Collette,Mikschl,Engineer,1986-08-30,56848
17224,Denis,Back,Engineer,1986-08-31,40000
19634,Phuoc,Etalle,Staff,1986-09-01,50862
11421,Josyula,Msuda,Engineer,1986-09-02,52416
23119,Yaghout,Byoun,Staff,1986-09-03,52289
20265,Amalendu,Willoner,Engineer,1986-09-04,53518
12036,Mads,Ratzlaff,Staff,1986-09-05,67143
76322,Sanjoy,Pepe,Staff,1986-09-06,62824
56314,Bowen,Morrey,Senior Staff,1986-09-07,48899
28542,Ferdinand,Guardalben,Engineer,1986-09-08,40000
11009,Alper,Axelband,Staff,1986-09-09,75111
14724,Aron,Lemarechal,Staff,1986-09-10,66530
35195,Mart,Peir,Staff,1986-09-11,40000
10927,Gal,Scallan,Staff,1986-09-12,51819
27959,Moheb,Dusink,Engineer,1986-09-13,41635
24126,Candida,Wallrath,Senior Engineer,1986-09-14,40599
17397,Kenroku,Hardjono,Senior Engineer,1986-09-15,40000
23969,Elgin,Sullins,Assistant Engineer,1986-09-16,61491
25939,Shen,Setiz,Staff,1986-09-17,58709
30008,Tsutomu,Kalafatis,Engineer,1986-09-18,57431
14780,Marlo,Bruckman,Senior Engineer,1986-09-19,51232
15892,Lunjin,Pettis,Engineer,1986-09-20,60367
47407,Paraskevi,Siksek,Engineer,1986-09-21,40000
11249,Randi,Cyre,Assistant Engineer,1986-09-22,43324
24925,Gennady,Thebaut,Engineer,1986-09-23,60601
16383,Lidong,Czap,Engineer,1986-09-24,55977
23195,Mark,Ertl,Senior Staff,1986-09-25,47070
22860,Taizo,Parascandalo,Staff,1986-09-26,70362
48043,Visit,Murtafg,Assistant Engineer,1986-09-27,52886
40225,Shakhar,Schieder,Staff,1986-09-28,56016
12663,Nobuyoshi,Stellhorn,Technique Leader,1986-09-29,49966
20957,Kersti,Wiegley,Staff,1986-09-30,40000
12037,Arunas,Katzenelson,Staff,1986-10-01,47805
20813,Srinidhi,Sinicrope,Staff,1986-10-02,107655
15866,Angel,Seiwald,Engineer,1986-10-03,40000
34707,Jacqueline,Syang,Engineer,1986-10-04,40000
18208,Demin,Irland,Staff,1986-10-05,70916
15199,Heeju,Bernardinello,Engineer,1986-10-06,49278
19381,Xiahua,Holburn,Staff,1986-10-07,82438
18251,Alair,Panangaden,Senior Staff,1986-10-08,58297
25600,Jinpo,McClurg,Staff,1986-10-09,87210
25765,Demin,Suermann,Engineer,1986-10-10,56143
11983,Jaana,Hedayat,Engineer,1986-10-11,40000
51980,Feixiong,Kabayashi,Engineer,1986-10-12,76121
11100,Berna,Cochrane,Staff,1986-10-13,40000
11555,Kotesh,Perfilyeva,Staff,1986-10-14,40000
17798,Guangming,Suessmith,Staff,1986-10-15,83096
12327,DAIDA,Bruckman,Engineer,1986-10-16,67449
17702,Mantis,Passafiume,Engineer,1986-10-17,40000
30525,Snehasis,Matzen,Staff,1986-10-18,52728
21758,Susumu,Picht,Staff,1986-10-19,81328
67366,Ayonca,Bratten,Senior Engineer,1986-10-20,49750
33462,Weijing,Camarinopoulos,Senior Engineer,1986-10-21,51327
12089,Bilhanan,Socorro,Staff,1986-10-22,46288
58458,Turgut,Koshiba,Staff,1986-10-23,47278
12974,Gift,Frolund,Staff,1986-10-24,93034
64941,Angel,Hockney,Staff,1986-10-25,40000
28881,Masaki,Rosin,Senior Staff,1986-10-26,43881
25850,Alagu,Birsak,Technique Leader,1986-10-27,55936
44097,Shim,Luga,Senior Engineer,1986-10-28,60923
20170,Emdad,Himler,Staff,1986-10-29,85953
13291,Georg,Stamatiou,Engineer,1986-10-30,54720
19037,Lucien,Bernardeschi,Engineer,1986-10-31,40000
14439,Raimond,Woycyznski,Engineer,1986-11-01,80654
92946,Yannik,Thombley,Technique Leader,1986-11-02,52852
19933,Taizo,Bharadwaj,Staff,1986-11-03,42732
39784,Venkatesan,Ossenbruggen,Senior Staff,1986-11-04,56339
42652,Garnik,Nourani,Engineer,1986-11-05,40000
12941,Tommaso,Perelgut,Engineer,1986-11-06,67069
16337,Hironoby,Schaad,Engineer,1986-11-07,40000
55569,Martien,Alpay,Technique Leader,1986-11-08,40000
21994,Lech,Babb,Staff,1986-11-09,53931
28418,Sachio,Suermann,Senior Engineer,1986-11-10,51567
45193,Reinhard,Lubachevsky,Staff,1986-11-11,63949
19192,Yinlin,Schusler,Engineer,1986-11-12,56767
28490,Marsal,Jervis,Engineer,1986-11-13,40932
33927,Bezalel,Haumacher,Engineer,1986-11-14,53116
93742,Shay,Ushiama,Senior Staff,1986-11-15,65129
10150,Zhenbing,Perng,Engineer,1986-11-16,70122
22947,Herbert,Schmiedel,Senior Engineer,1986-11-17,61316
25220,Shuho,Mullainathan,Engineer,1986-11-18,40000
13768,Sedat,Lovengreen,Staff,1986-11-19,40000
47446,Werner,Matzke,Engineer,1986-11-20,44330
22728,Makato,Codenie,Staff,1986-11-21,99580
11660,Gill,Stenning,Staff,1986-11-22,65758
23225,Xuejia,Burnard,Staff,1986-11-23,55906
73834,Kerryn,Zeilberger,Senior Engineer,1986-11-24,40000
22136,Naftali,Thiran,Staff,1986-11-25,69488
12451,Pramod,Marzano,Engineer,1986-11-26,40000
24109,Moon,Szemeredi,Staff,1986-11-27,40000
32455,Lokesh,Brlek,Assistant Engineer,1986-11-28,53757
28373,Steen,Bhattacharjee,Staff,1986-11-29,100154
18728,Tzvetan,Luft,Engineer,1986-11-30,42857
10004,Chirstian,Koblick,Engineer,1986-12-01,40054
14683,Alois,Basart,Engineer,1986-12-02,41107
49594,Morris,Eiron,Engineer,1986-12-03,40000
19393,Boaz,Back,Senior Staff,1986-12-04,52070
15271,Shiv,Bernardeschi,Senior Staff,1986-12-05,88026
24533,Shigenori,Erman,Senior Engineer,1986-12-06,49362
19129,Bowen,Jiafu,Technique Leader,1986-12-07,40000
19955,IEEE,Conry,Staff,1986-12-08,65157
14888,Temple,Barriga,Senior Staff,1986-12-09,60916
42746,Manu,Billawala,Engineer,1986-12-10,63771
18986,Pintsang,Babu,Staff,1986-12-11,55714
10522,Marke,Cesareni,Staff,1986-12-12,40000
28891,Susanna,Krohn,Engineer,1986-12-13,40000
36368,Shaibal,Farris,Engineer,1986-12-14,72138
45170,Irena,Rissanen,Staff,1986-12-15,49547
15565,True,Muchinsky,Senior Staff,1986-12-16,73532
35955,Cristinel,Versino,Engineer,1986-12-17,40000
46664,Toshimori,Benveniste,Staff,1986-12-18,92218
14340,Vitaly,Wixon,Engineer,1986-12-19,42858
20836,Jingling,Alameldin,Senior Staff,1986-12-20,84293
13504,Parto,Mandell,Assistant Engineer,1986-12-21,41895
19722,Achilleas,Boudaillier,Staff,1986-12-22,41559
22196,Aruna,Mukaidono,Engineer,1986-12-23,40000
15438,Constantijn,Munoz,Staff,1986-12-24,43326
58388,Aemilian,Parveen,Engineer,1986-12-25,40000
14556,Fatemeh,Zultner,Assistant Engineer,1986-12-26,40000
283438,Heekeun,Nastansky,Engineer,1986-12-27,67398
53532,Shimshon,Asmuth,Staff,1986-12-28,40000
23875,Waiman,Encarnacion,Staff,1986-12-29,40000
50639,Fumiko,Kruskal,Technique Leader,1986-12-30,40000
25980,Otilia,Vanwelkenhuysen,Staff,1986-12-31,40000
24690,Eldridge,Ghazalie,Senior Staff,1987-01-01,63340
10402,Volkmar,Ebeling,Technique Leader,1987-01-02,40000
13629,Dzung,Trelles,Engineer,1987-01-03,40000
17076,Gudjon,Hitomi,Senior Engineer,1987-01-04,60092
12853,Mang,Brobst,Staff,1987-01-05,47160
23995,Fatemeh,Zhang,Staff,1987-01-06,63784
60124,Kagan,Sichman,Senior Staff,1987-01-07,60681
18980,Weiye,Kawashimo,Assistant Engineer,1987-01-08,56699
73328,Shigeichiro,Emmerich,Assistant Engineer,1987-01-09,52583
16759,Vojin,Masaki,Engineer,1987-01-10,40000
44467,Zhanqiu,Ramsak,Senior Engineer,1987-01-11,46804
23245,Toshimitsu,Ruemmler,Engineer,1987-01-12,40000
19720,Kwangyoen,Maksimenko,Engineer,1987-01-13,40000
22620,Terresa,Dusink,Staff,1987-01-14,62623
21412,Paloma,Brizzi,Staff,1987-01-15,55407
14191,Jiann,Luby,Engineer,1987-01-16,40155
47586,Goncalo,Rothe,Senior Engineer,1987-01-17,40000
27765,Shushma,Litvinov,Senior Engineer,1987-01-18,54079
17041,Nishit,Montemayor,Staff,1987-01-19,40492
14621,Souichi,Wixon,Staff,1987-01-20,66404
14197,Adin,Chachaty,Staff,1987-01-21,52474
31363,Hidde,Merli,Senior Staff,1987-01-22,95246
40035,Anyuan,Kleiser,Staff,1987-01-23,83081
23843,Shin,Murtha,Staff,1987-01-24,77598
15479,Zhenbing,Soicher,Engineer,1987-01-25,40000
20651,Alexius,Vickson,Engineer,1987-01-26,49811
23342,Xinglin,Berendt,Staff,1987-01-27,40000
44721,Dinah,Zielinski,Engineer,1987-01-28,44255
53468,Yifei,Muhlberg,Engineer,1987-01-29,71793
50019,Aloke,Neiman,Engineer,1987-01-30,54307
27065,Roded,Eugenio,Engineer,1987-01-31,44482
26315,Adil,Schnabel,Senior Staff,1987-02-01,40000
17236,Matk,Merro,Engineer,1987-02-02,75541
73612,Toney,Lienhardt,Staff,1987-02-03,58388
17448,Makato,Belinskaya,Engineer,1987-02-04,40728
30655,Xuedong,Anandan,Staff,1987-02-05,74391
17204,Jacqueline,Erdmenger,Staff,1987-02-06,40000
22663,Bokyung,Fargier,Engineer,1987-02-07,64475
44671,Val,Vitiello,Engineer,1987-02-08,41238
13621,Fei,Haddadi,Assistant Engineer,1987-02-09,73192
46548,Uno,Schlenzig,Senior Engineer,1987-02-10,40000
57426,Yannik,Lorch,Technique Leader,1987-02-11,40000
12949,Geoff,Asrin,Engineer,1987-02-12,40000
16993,Hongzue,Dahlbom,Staff,1987-02-13,57751
45630,Renny,Clouatre,Staff,1987-02-14,70415
38700,Deniz,Figueira,Technique Leader,1987-02-15,46767
59707,Bezalel,Tyugu,Senior Staff,1987-02-16,48683
66194,Pintsang,Gargeya,Engineer,1987-02-17,47751
31367,Paloma,Antonakopoulos,Engineer,1987-02-18,40000
31385,Barry,Daescu,Senior Staff,1987-02-19,67392
10731,Fumitaka,Peak,Staff,1987-02-20,77892
17505,Gunilla,Moffat,Engineer,1987-02-21,63455
21037,Kensei,Casley,Senior Staff,1987-02-22,40000
14310,Marlo,Leuchs,Senior Staff,1987-02-23,40000
34329,Goo,Bernatsky,Engineer,1987-02-24,40000
30084,Jiafu,Cronin,Engineer,1987-02-25,66588
52666,Duri,Holburn,Staff,1987-02-26,45920
13221,Premsyl,Famili,Staff,1987-02-27,47724
12553,Aral,Vesna,Senior Staff,1987-02-28,40000
20284,Monique,Parascandalo,Senior Engineer,1987-03-01,40000
46519,Valdiodio,Chachaty,Engineer,1987-03-02,67221
35592,Arun,Chleq,Engineer,1987-03-03,48004
10067,Claudi,Stavenow,Engineer,1987-03-04,44642
18833,Roded,Majewski,Engineer,1987-03-05,46611
13747,Masaru,Capobianchi,Senior Staff,1987-03-06,47752
10808,Chenxi,Leijenhorst,Senior Engineer,1987-03-07,40000
25874,Eirik,Demos,Assistant Engineer,1987-03-08,40000
14441,Divine,Manders,Engineer,1987-03-09,40000
31226,Gennady,Vakili,Staff,1987-03-10,68028
39889,Pranav,Menhoudj,Senior Staff,1987-03-11,66236
18989,Goh,Quittner,Staff,1987-03-12,53559
33800,Peternela,Bottner,Staff,1987-03-13,40000
10628,Krisda,Krogh,Assistant Engineer,1987-03-14,41650
21391,Zijian,Pagter,Engineer,1987-03-15,58700
11813,Gita,Muhlberg,Staff,1987-03-16,94687
22753,Yoshinari,Khalil,Senior Engineer,1987-03-17,40000
12755,Rildo,Rodite,Staff,1987-03-18,40196
18468,Kirk,Cunliffe,Assistant Engineer,1987-03-19,40000
24748,Tua,Perng,Staff,1987-03-20,56646
25144,Shaibal,Stellhorn,Staff,1987-03-21,65183
18775,Shay,Akazan,Engineer,1987-03-22,62152
20042,Margareta,Munck,Senior Staff,1987-03-23,75326
16233,Sushant,Baba,Senior Staff,1987-03-24,54684
52548,Mario,Ritzmann,Senior Engineer,1987-03-25,54307
27368,Dipayan,Keustermans,Staff,1987-03-26,67825
11441,Marlo,Aingworth,Senior Staff,1987-03-27,67352
22726,Steve,Shanbhogue,Staff,1987-03-28,67607
18181,Gregory,Beerel,Senior Staff,1987-03-29,50366
31426,Guozhong,Polajnar,Engineer,1987-03-30,40000
13233,Alselm,Chvatal,Engineer,1987-03-31,49414
19386,Leandro,Peltason,Staff,1987-04-01,71095
31386,Matk,Cooke,Senior Engineer,1987-04-02,61512
10018,Kazuhide,Peha,Engineer,1987-04-03,55881
17361,Macha,Griswold,Assistant Engineer,1987-04-04,55784
17573,Berthier,Deverell,Staff,1987-04-05,77659
14911,Xiaobin,Chelton,Engineer,1987-04-06,62738
28596,Perla,Porotnikoff,Staff,1987-04-07,81312
15563,Constantino,Zykh,Staff,1987-04-08,56239
69697,Zengping,Nourani,Assistant Engineer,1987-04-09,52198
32765,Yurij,Mitchem,Senior Engineer,1987-04-10,40000
80805,Mabo,Lorin,Engineer,1987-04-11,40000
46574,Yuping,Sinitsyn,Staff,1987-04-12,65251
31024,Xiadong,Ciolek,Staff,1987-04-13,63217
13288,Muneo,Broomell,Staff,1987-04-14,40000
31362,Bikash,Straney,Engineer,1987-04-15,40000
31563,Pradeep,Kushner,Senior Staff,1987-04-16,64202
48659,Rosalyn,Lortz,Engineer,1987-04-17,45698
15208,Sudharsan,Shokrollahi,Staff,1987-04-18,44109
13046,Vivian,Stafford,Senior Staff,1987-04-19,40000
34730,Jiong,Terwilliger,Staff,1987-04-20,40000
23963,Goo,Soloway,Engineer,1987-04-21,40000
24556,Ziva,Boyle,Staff,1987-04-22,78072
22081,Constantine,Baar,Senior Engineer,1987-04-23,41698
26188,Karlis,Hartvigsen,Senior Staff,1987-04-24,47055
27511,Jiann,Perelgut,Engineer,1987-04-25,56672
12475,Filipe,Roison,Engineer,1987-04-26,40000
16086,Mohammad,Denos,Assistant Engineer,1987-04-27,42903
16185,Marin,Winter,Technique Leader,1987-04-28,44003
26639,Guadalupe,Weiland,Staff,1987-04-29,67344
10653,Otmar,Feinberg,Senior Engineer,1987-04-30,40000
14645,Laurentiu,Glinert,Engineer,1987-05-01,45647
23095,Muneo,Woycyznski,Engineer,1987-05-02,56231
37103,Kazuhira,Pileggi,Assistant Engineer,1987-05-03,41973
59602,Toshimo,Stamatiou,Engineer,1987-05-04,40000
16382,Chaoyi,Talmon,Senior Engineer,1987-05-05,66986
15534,Guozhong,Grabner,Staff,1987-05-06,63090
17891,Isaac,Luiz,Engineer,1987-05-07,44505
45251,Billur,Brandsma,Staff,1987-05-08,80647
44454,Toshimo,Besancenot,Staff,1987-05-09,79113
48701,Adly,Msuda,Senior Staff,1987-05-10,64560
19487,Huiqun,Cannane,Engineer,1987-05-11,64256
13624,Zhigen,Yurek,Staff,1987-05-12,40000
20091,Janalee,Bach,Staff,1987-05-13,40000
15089,Giri,Coney,Engineer,1987-05-14,48594
65604,Przemyslawa,Ouhyoung,Assistant Engineer,1987-05-15,48007
18542,Tiina,Anido,Engineer,1987-05-16,48606
54191,Dipankar,Glowinski,Staff,1987-05-17,56815
17260,Abdulah,Famili,Assistant Engineer,1987-05-18,40000
16929,Murthy,Burnard,Engineer,1987-05-19,52679
21705,Aleksandar,Luon,Staff,1987-05-20,51814
20974,Hisao,Yavatkar,Staff,1987-05-21,80291
27223,Noritoshi,Delgrossi,Staff,1987-05-22,65810
26562,Serif,Loncour,Engineer,1987-05-23,55170
20857,Jinxi,Werthner,Senior Staff,1987-05-24,40000
37312,Arie,Gecsei,Staff,1987-05-25,91985
15656,Mohammad,Schaaf,Staff,1987-05-26,66141
24071,Ibibia,Keustermans,Assistant Engineer,1987-05-27,40000
38157,Hideo,Soicher,Staff,1987-05-28,47959
204029,Shaowen,Litzkow,Staff,1987-05-29,83543
38942,Danco,Xiaoshan,Staff,1987-05-30,68402
12759,LiMin,Kuszyk,Senior Staff,1987-05-31,49963
63679,Amalendu,Beidas,Technique Leader,1987-06-01,55496
56565,Odinaldo,Hiltgen,Engineer,1987-06-02,51502
14655,Jingling,Segond,Staff,1987-06-03,65742
36055,Changho,Rubsam,Staff,1987-06-04,72106
14642,Florian,Kuhnemann,Engineer,1987-06-05,54553
22054,Ottavia,Benveniste,Staff,1987-06-06,40000
28350,Theron,Heusch,Staff,1987-06-07,70661
43330,Nechama,Boguraev,Staff,1987-06-08,45425
27961,Wojceich,Murtafg,Engineer,1987-06-09,40000
19678,Xiping,Plotkin,Engineer,1987-06-10,40000
46561,Sivanarayana,Potthoff,Staff,1987-06-11,66087
43948,Kwangyoen,Kroha,Staff,1987-06-12,50318
11933,Basil,Erman,Engineer,1987-06-13,56130
17396,Valeri,Henders,Engineer,1987-06-14,40000
11528,Zito,Dolinsky,Technique Leader,1987-06-15,44026
13442,Giordano,Miake,Staff,1987-06-16,40000
20545,Woody,Chaudhury,Staff,1987-06-17,73867
10591,Hidde,Hettesheimer,Staff,1987-06-18,55131
39191,Flemming,Servieres,Staff,1987-06-19,40000
18663,Rafols,Sridhar,Engineer,1987-06-20,62505
12249,Eldridge,Sadowski,Engineer,1987-06-21,70099
27995,Yunming,Serre,Staff,1987-06-22,40000
23626,Bogdan,Vilarrasa,Staff,1987-06-23,40000
55094,Nadjib,Gulik,Senior Engineer,1987-06-24,60952
17695,Kazuhiro,Chvatal,Staff,1987-06-25,71240
41710,Weiru,Haldar,Staff,1987-06-26,59888
24746,Tianruo,Tsukuda,Staff,1987-06-27,60533
49707,Tetsushi,Rindone,Assistant Engineer,1987-06-28,66540
58753,Vitaly,Luders,Staff,1987-06-29,66533
17727,Bingning,Picaronny,Staff,1987-06-30,40000
26599,Katsuo,Armand,Engineer,1987-07-01,40000
16077,Kannan,Heemskerk,Assistant Engineer,1987-07-02,49020
32972,Ebbe,Matzov,Staff,1987-07-03,40000
27772,Shahaf,Salvesen,Staff,1987-07-04,78337
25537,Akeel,Ibel,Staff,1987-07-05,103268
16446,Jouko,Chinin,Staff,1987-07-06,94600
42006,Gonzalo,Anger,Staff,1987-07-07,71824
35640,Chriss,Lanphier,Engineer,1987-07-08,43257
30057,Atilio,Magliocco,Staff,1987-07-09,61304
84758,Toong,Usery,Engineer,1987-07-10,44444
28382,Mihalis,Zuberek,Engineer,1987-07-11,40000
17024,Ewing,Siepmann,Engineer,1987-07-12,58181
16706,Gad,Krone,Engineer,1987-07-13,63470
70219,Ramzi,Suessmith,Engineer,1987-07-14,40000
19076,Hein,Ferretti,Staff,1987-07-15,40000
36410,Navin,Steenbeek,Staff,1987-07-16,50895
40327,Dinkar,Zobel,Senior Staff,1987-07-17,40000
12123,Xiahua,Syrzycki,Staff,1987-07-18,64879
12905,Munehiro,Gecsei,Engineer,1987-07-19,58659
35142,Conor,Uhrig,Engineer,1987-07-20,47813
41292,Premsyl,Thombley,Engineer,1987-07-21,40000
17046,Fay,Kornyak,Engineer,1987-07-22,44955
10538,Przemyslawa,Falby,Senior Engineer,1987-07-23,72002
12122,Satoru,Krone,Engineer,1987-07-24,46398
30283,Zeydy,Juneja,Engineer,1987-07-25,56514
28208,Tristan,Lienhardt,Engineer,1987-07-26,41234
25054,Kiam,Quittner,Technique Leader,1987-07-27,40000
18835,Uwe,Lieblein,Engineer,1987-07-28,40000
21708,Angel,Lichtner,Engineer,1987-07-29,40000
44507,Toong,Ananiadou,Engineer,1987-07-30,40000
43689,Almudena,Bugrara,Staff,1987-07-31,56132
14632,Gudjon,McClurg,Assistant Engineer,1987-08-01,40000
25401,Arunachalam,Francisci,Senior Engineer,1987-08-02,58499
76998,Tomoyuki,Mawatari,Engineer,1987-08-03,47258
24976,Khun,Vakili,Staff,1987-08-04,67727
15069,Manton,Siksek,Technique Leader,1987-08-05,40000
22100,Vishwani,Spataro,Senior Staff,1987-08-06,85569
31868,Dhritiman,Jervis,Engineer,1987-08-07,76175
47044,Jongsuk,Ushiama,Senior Engineer,1987-08-08,51758
37937,Xiahua,Pero,Senior Staff,1987-08-09,74014
10836,Jianhua,Leivant,Senior Staff,1987-08-10,65502
23041,Nechama,Frijda,Senior Engineer,1987-08-11,40000
45709,Oddvar,Schnelling,Senior Staff,1987-08-12,42401
16201,Krassimir,Olano,Technique Leader,1987-08-13,53081
17688,Faiza,Cincotta,Senior Engineer,1987-08-14,45880
12222,Abdelwaheb,Holburn,Staff,1987-08-15,55840
67608,Junichi,Mayerwieser,Senior Staff,1987-08-16,65536
15237,Reinhard,Sadowsky,Engineer,1987-08-17,40000
26252,Haldun,Flowers,Staff,1987-08-18,82085
22549,Reinhard,Michaels,Staff,1987-08-19,52206
